"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000199161.1",2.70077726492906,1.72685237542892,0.251587677319906,6.86381938028363,6.70433904771546e-12,1.07664452209412e-09
"ENSG00000201431.1",1.00013519410903,1.64077292609357,0.448961248730829,3.65459809890469,0.000257585161513064,0.00201151350300214
"ENSG00000203647.2",1.02492586864252,1.78700302862672,0.498936227536535,3.5816261277517,0.000341462217726506,0.00252296119710791
"ENSG00000203685.8",691.446666766058,1.63615153974647,0.247258033289207,6.61718253591677,3.66109325931132e-11,4.30673651434246e-09
"ENSG00000203688.4",42.5876935332869,-3.75455035499637,0.277184217090471,-13.54532517907,8.44391446384276e-42,6.53592755159285e-38
"ENSG00000203730.2",9.32807585457166,1.60961654738958,0.204128746790995,7.88530068740218,3.13779038691091e-15,1.15655965289739e-12
"ENSG00000203878.10",0.799526929767153,1.74148543825728,0.646368447048772,2.69426121619745,0.00705448536846749,0.028425059107801
"ENSG00000204019.4",15.3260473634325,-6.03840638718786,0.989534605105706,-6.10226904246851,1.04573154783014e-09,7.03859171549951e-08
"ENSG00000204365.4",0.840535619378421,-1.56262876529297,0.631399321983525,-2.47486608060334,0.0133286143952988,0.0466658254321382
"ENSG00000204544.5",4.40583667056624,-1.99491564864712,0.369627778536321,-5.39709341258583,6.77291302380909e-08,2.24614635687626e-06
"ENSG00000204610.11",2.75389852325473,-1.84088999008638,0.359482649004588,-5.1209425411319,3.04012276813369e-07,7.78681875395832e-06
"ENSG00000204710.2",86.0283546110255,-3.06572813877597,0.428240495618741,-7.15889358932876,8.13307844639489e-13,1.75847151973394e-10
"ENSG00000205002.3",2451.25683749974,-1.56206108754327,0.210218255267882,-7.43066336247881,1.08054392242962e-13,2.82562235715347e-11
"ENSG00000205325.1",6.94057860763106,-3.07111591758979,0.38713832035835,-7.9328647051706,2.14147690479365e-15,8.68891193115811e-13
"ENSG00000205334.2",3.53113795419669,-1.50700329927653,0.29696557060598,-5.07467345861467,3.88162003168339e-07,9.56247348607324e-06
"ENSG00000205424.1",0.956682166064872,-2.30155804410744,0.483030967056691,-4.7648250341625,1.89017594252685e-06,3.54942209256061e-05
"ENSG00000205426.9",1524.79463745248,-2.27715890637273,0.28708265462069,-7.9320671929185,2.1552776223223e-15,8.68891193115811e-13
"ENSG00000206014.6",1.35481937073489,-1.86579648921897,0.365569229543148,-5.10381164068609,3.32879611316035e-07,8.38743926897993e-06
"ENSG00000206043.6",0.801822979312784,-1.5009641383732,0.404043524920966,-3.71485754824756,0.000203318199550306,0.00166219285149893
"ENSG00000206249.3",1.96183293406588,-2.04770680028657,0.372986436871639,-5.49003019375548,4.01865038623536e-08,1.47691467476768e-06
"ENSG00000206931.1",0.558421189087255,-2.02276680306907,0.782238452671294,-2.58586981522253,0.00971336100794611,0.036547394296085
"ENSG00000207296.1",0.811828997905699,-2.93220683784485,1.02814584499278,-2.85193667039079,0.00434537569016644,0.0195415675064864
"ENSG00000208035.1",5.61370497093382,2.02237568775061,0.279432112858957,7.23744907862969,4.57202317805225e-13,1.05955952716753e-10
"ENSG00000211452.9",735.090651985061,-1.58437716897468,0.29887101353695,-5.30120720047278,1.15039434421116e-07,3.50295530367115e-06
"ENSG00000213759.7",2655.28147857629,-2.53968714726381,0.454169446043544,-5.59193747925596,2.2454968248253e-08,9.08100502762682e-07
"ENSG00000213886.3",676.477769887359,-1.65835145501184,0.238960496113148,-6.93985609331266,3.92499560125314e-12,6.78148123927227e-10
"ENSG00000214107.6",2.15371590792456,-1.93340347417445,0.679000552415133,-2.84742548043228,0.00440744116143861,0.0197381147685717
"ENSG00000214381.4",0.525746867406782,-1.905960565419,0.666049133891237,-2.86159153797539,0.00421519760908732,0.0190892321398195
"ENSG00000214415.3",2.59224834464475,-3.11946104131462,0.603113476402934,-5.17226220829883,2.31276726507355e-07,6.23319768056245e-06
"ENSG00000214429.3",1.23893764472819,-2.57582684278955,0.459653884087672,-5.60384004565107,2.096541980783e-08,8.56294939612484e-07
"ENSG00000214866.6",1.23140579663086,1.56486347590149,0.340901512807249,4.59036823572646,4.42464707121087e-06,7.22058979582353e-05
"ENSG00000214897.3",1.07738087592173,-2.61340548021129,0.798111921374389,-3.27448495658463,0.00105854775091328,0.00630126071791565
"ENSG00000215148.6",2.72503314623679,-2.12675115778256,0.577048471570748,-3.68556761270584,0.000228193489164913,0.00182151758996718
"ENSG00000215369.3",0.90747587824674,-2.36875640062969,0.447496949255184,-5.2933464788358,1.20098067639853e-07,3.62561264726801e-06
"ENSG00000216588.7",6.03954780111926,-1.83947901958114,0.26690458930171,-6.89189730455246,5.50531133927251e-12,9.05689949050989e-10
"ENSG00000217275.2",64.2907876927821,-1.54852743694964,0.239928566444992,-6.45411865662387,1.08850501981514e-10,1.06651446270597e-08
"ENSG00000218020.3",0.692783197907605,1.90712001009555,0.491788589126269,3.87792651611502,0.000105350525773385,0.000980585870245684
"ENSG00000220702.1",0.631849221439595,-1.55052600363934,0.474915251268037,-3.26484777968152,0.00109522917828916,0.00647237130220602
"ENSG00000220891.1",2.96371709500049,-2.00197004247418,0.42096104667118,-4.75571328583748,1.97746957321921e-06,3.68473892261578e-05
"ENSG00000222449.1",0.691837656974647,1.57981958297966,0.373349209085416,4.23147965640452,2.32158995282254e-05,0.000283725849135712
"ENSG00000223138.1",0.789852573032461,1.54139190841016,0.378699896983923,4.07022003619819,4.69687546601944e-05,0.000508357646181358
"ENSG00000223669.1",1.00834392164518,-1.8170497442997,0.603825097004399,-3.00923190061851,0.00261909119699096,0.0131012107413654
"ENSG00000223784.1",4.81811864151992,-1.91302760847273,0.376247809100575,-5.08448836697774,3.68618359111282e-07,9.15090938699477e-06
"ENSG00000223941.4",0.692025899469283,-2.60276496637968,0.704580649941704,-3.69406251306366,0.000220699507285451,0.00177520054780388
"ENSG00000224223.1",42.0572499572776,1.63956604321707,0.559041753750743,2.93281500391847,0.00335903976592547,0.0159746322217802
"ENSG00000224235.1",1.47984479573767,-2.56850809992652,0.684310490190812,-3.75342499748955,0.000174434740838765,0.00147304676847957
"ENSG00000224604.1",12.1942330059399,1.99685295123725,0.428711712578956,4.65779891859028,3.19608158532321e-06,5.49998886239124e-05
"ENSG00000224717.1",4.36667504623461,-2.59481819696261,0.366059733024827,-7.08851032458853,1.35563268982803e-12,2.70441733823322e-10
"ENSG00000224817.1",0.812726756833198,-2.40719007110637,0.892537999816458,-2.69701690191497,0.00699637191165788,0.0282349932977042
"ENSG00000224853.1",3.24308665843646,-2.91405305295592,0.607509588904353,-4.79671943649718,1.61285255460873e-06,3.13220899048292e-05
"ENSG00000224887.1",1.26581447579476,-2.50229545745898,0.478921444510386,-5.22485573812036,1.74290940919623e-07,4.94169083917308e-06
"ENSG00000225255.5",1.86469472710513,-3.60659288530897,0.571177058940038,-6.3143167759607,2.71357601622349e-10,2.31834037483182e-08
"ENSG00000225639.1",0.802818340316336,-1.90006551231109,0.422193219380318,-4.50046430186622,6.78051918326431e-06,0.000102909668012037
"ENSG00000225833.1",3.35368239412783,-2.06762487977121,0.505600264713405,-4.08944580150334,4.32405087308231e-05,0.00047424174874074
"ENSG00000225867.1",1.64087950742012,-1.72644312732097,0.377660210448035,-4.57141917405811,4.84432140726323e-06,7.77945755617849e-05
"ENSG00000225882.1",3.93538548594965,-2.90279984452372,0.811529677848989,-3.57694847613926,0.000347628660225985,0.00256122920037105
"ENSG00000225937.1",0.900143777455271,1.6023553208309,0.561551552666294,2.85344295322982,0.00432482920393975,0.0194785918597552
"ENSG00000225972.1",1311.54018306752,-2.35833788773787,0.367725499243528,-6.41331072386702,1.42392876157974e-10,1.33435571260676e-08
"ENSG00000226080.1",31.4963885446004,-1.92842843579778,0.331375198431131,-5.81947123661568,5.90340813893835e-09,2.99049347896848e-07
"ENSG00000226476.2",2.39259996472019,-2.32013104925683,0.406173405417901,-5.71216878877066,1.11545369036036e-08,5.06693529628248e-07
"ENSG00000226580.1",3.18359781418975,-1.64124321187167,0.32610206843973,-5.03291260838782,4.83083383119274e-07,1.14983352358439e-05
"ENSG00000226958.1",42.0390340424229,1.65479319387184,0.239481822437488,6.90989060058532,4.85027600455306e-12,8.1615383447049e-10
"ENSG00000227019.2",0.748214649230584,-1.76993239893152,0.530569253686476,-3.33591211068821,0.000850200376764841,0.00527650643388686
"ENSG00000227128.4",2.17488878865789,-2.27476105879119,0.552280681785849,-4.11884958828462,3.80768575480955e-05,0.000428137867758975
"ENSG00000227234.1",7.8969138437238,-2.99870428306667,0.472308495466624,-6.34903735979607,2.16666416384254e-10,1.89715467124511e-08
"ENSG00000227279.1",0.602558655752244,-1.6066321377791,0.487181961271481,-3.29780711417558,0.000974430473973772,0.00589256378183327
"ENSG00000227363.1",0.772558557773182,1.55189781806523,0.306318105941349,5.06629476992904,4.05633631497799e-07,9.93597013052393e-06
"ENSG00000227730.2",1.39609162806796,1.65934066306983,0.427091323030072,3.88521277205389,0.000102240305917973,0.000959017043053171
"ENSG00000227863.2",3.00063723240078,-1.63463644256394,0.513960643715024,-3.18047006624558,0.00147036329016405,0.00822697702124174
"ENSG00000228952.1",1.883234233707,-1.91024248316109,0.527450678900871,-3.62165138765533,0.000292728422218104,0.00222795976335989
"ENSG00000229028.2",22.0940512285806,1.73371503553672,0.305481821645124,5.67534600324193,1.38408608466485e-08,6.05960403265825e-07
"ENSG00000229205.2",0.751753550322382,1.5888059410365,0.498842068620252,3.18498787688653,0.00144760072421178,0.00812428121062128
"ENSG00000229255.1",0.829012896049708,1.51442591200215,0.574691714038158,2.63519705436644,0.0084088450399353,0.0326385639088934
"ENSG00000229415.8",0.790811774055704,-2.00273136933352,0.561242709709241,-3.56838732100602,0.000359185263915051,0.00262922162918253
"ENSG00000229544.8",34.5115382360195,-3.31715998786096,0.363666823618686,-9.12142591081963,7.41423105257846e-20,8.69532030899671e-17
"ENSG00000230033.1",1.80848932267144,-2.3368717961973,0.622683021479688,-3.75290752370953,0.000174795349900384,0.00147576998949491
"ENSG00000230090.4",0.702141221249405,-2.44077543775005,0.663189579136293,-3.6803585498566,0.000232906229573265,0.00184977157745629
"ENSG00000230251.1",0.908867485410285,-2.32117732824845,0.486488994097065,-4.7712843587687,1.83054891477454e-06,3.47283843625511e-05
"ENSG00000230257.1",12.668701558048,-3.10608030464513,0.342295601269783,-9.07426298533429,1.14449422046608e-19,1.26554900915652e-16
"ENSG00000230432.1",0.97194488711434,-2.27799129991543,0.545317364123759,-4.17736798749442,2.949017161281e-05,0.000347013871012154
"ENSG00000230501.1",2.36372498118526,-1.8032588568829,0.31792113300707,-5.67203205344264,1.41113564738694e-08,6.16408259877759e-07
"ENSG00000230570.1",1.42276424336924,-2.38850023690036,0.460911645461269,-5.18212169386609,2.19375999865587e-07,5.98751054076019e-06
"ENSG00000230910.2",4.70154564311372,1.6257733973541,0.198427510711638,8.19328626118144,2.54188651622532e-16,1.29442226251253e-13
"ENSG00000230916.2",49.1438576826227,-3.09523891598195,0.28627331081088,-10.8121812236515,3.0141652623938e-27,1.45817779981456e-23
"ENSG00000231106.2",119.271678161495,-1.52348702219885,0.231523054691737,-6.58028214178197,4.69556380332713e-11,5.32434744034537e-09
"ENSG00000231131.5",6.30908684327384,-1.57323541209352,0.269103727156159,-5.84620446814022,5.0291582162688e-09,2.61610861943596e-07
"ENSG00000231476.1",6.33738308687281,4.03568437892566,0.461721047400144,8.74052504569537,2.32029530154428e-18,1.91063976085887e-15
"ENSG00000231490.1",1.08347503848287,2.27906024000378,0.519188073611041,4.38966215874824,1.1352689556119e-05,0.000159059919630573
"ENSG00000231817.6",10.1392939662209,-1.77659583751267,0.353875326002417,-5.02040042628047,5.15638754157543e-07,1.21330938709664e-05
"ENSG00000232190.2",1.85675185308955,-1.92281850757828,0.400801715982262,-4.79743082652715,1.60713683430579e-06,3.12716992263966e-05
"ENSG00000232325.3",2.06954659577322,-1.97876669405847,0.390521782626867,-5.06698161815248,4.0417329562684e-07,9.90646921301453e-06
"ENSG00000233052.1",11.1979023417502,2.21618852488025,0.401141320610645,5.52470765541335,3.30034684925093e-08,1.25773012720064e-06
"ENSG00000233125.2",7.07205474254088,-2.56293575752844,0.290209592740989,-8.83132681219069,1.03441265857006e-18,1.00084596779946e-15
"ENSG00000233936.1",1.13579503001295,-1.57858574366897,0.565899153690045,-2.78951776721264,0.00527866000487003,0.0226415493193483
"ENSG00000234352.8",0.862283618821634,-1.87670859135232,0.551780557942394,-3.40118651217183,0.000670940336119357,0.00436049250856278
"ENSG00000234979.1",7.33311518127092,1.5354049135389,0.446948323665384,3.43530746674957,0.000591881874402343,0.00395221054229115
"ENSG00000235277.1",6.54496886536344,-3.02422257122929,0.496937446028096,-6.08572083951651,1.15968352562964e-09,7.73864852644586e-08
"ENSG00000235338.1",0.82258437005713,-2.35631590128433,0.473639473051391,-4.97491454017529,6.52764314224561e-07,1.47998151664434e-05
"ENSG00000235623.2",0.640338068448702,-1.50431756373463,0.550184426974932,-2.73420600434984,0.00625309088631374,0.02586928097083
"ENSG00000236226.1",0.586294233137774,-1.59999054778382,0.503533223652239,-3.17752726657981,0.00148536722286935,0.00829773127302104
"ENSG00000236242.1",0.666628692274885,-1.68889105167069,0.515815910941866,-3.27421278763351,0.00105956790269976,0.00630495033368482
"ENSG00000236318.1",15.5392048387824,-1.72330100511531,0.317049468556647,-5.43543256186663,5.46636573469003e-08,1.89230131184234e-06
"ENSG00000236347.1",1.31259435622523,-1.86179404922239,0.736959150237617,-2.52631919777656,0.0115264701193733,0.0416485338959934
"ENSG00000236366.1",1.62819216521479,-2.1466181709242,0.425710983054436,-5.04243079547165,4.59655016507019e-07,1.10288707060475e-05
"ENSG00000236385.1",5.70180008313377,-1.50685387054814,0.245990682030787,-6.12565426506502,9.03117209004927e-10,6.24150753980512e-08
"ENSG00000236390.1",1.33090363933325,1.55688602902464,0.38749499226426,4.01782232056019,5.8738459812714e-05,0.000609299349148125
"ENSG00000236969.2",0.52145214399263,-1.54636113340544,0.447534964949157,-3.45528563021019,0.00054971013201546,0.00372341741109729
"ENSG00000237167.1",0.72688388516406,-1.72170444704028,0.437462721623043,-3.93565979897107,8.29684353761381e-05,0.00080720070033366
"ENSG00000237494.1",0.621028517520914,-2.18637843216984,0.664967454123711,-3.28794803205975,0.00100920466615137,0.00606306100425184
"ENSG00000237617.1",0.797732021178595,-1.97572471364226,0.605718308660171,-3.26178800507532,0.00110711905227386,0.00652768457664578
"ENSG00000237650.1",1.60318895139091,1.7932939542536,0.545496129075102,3.2874549582857,0.00101097359995098,0.00607274565657346
"ENSG00000237670.1",0.759621093835185,1.96493617549269,0.551512553469229,3.56281314565277,0.000366901841647298,0.00267467226887054
"ENSG00000237978.4",31.7489885396077,-2.16950785673228,0.358497362406939,-6.05167034470289,1.43351590086938e-09,9.27758066813491e-08
"ENSG00000238125.1",0.688582731237049,-1.99706006598048,0.555450868640424,-3.59538562045763,0.000323911420437906,0.00241588356018266
"ENSG00000238266.1",12.534256938087,-1.75581406164175,0.301864892294961,-5.81655603701703,6.00724105880241e-09,3.03911429356563e-07
"ENSG00000238269.7",2.03614086561913,1.83499745457773,0.317252448282401,5.78402929437541,7.29322331298134e-09,3.56842387685213e-07
"ENSG00000239311.1",1.69475130545537,-3.8785038839944,1.37940915634112,-2.8117138893598,0.00492783150961264,0.0214650461547584
"ENSG00000240280.5",40.5004233974125,-2.76801735556605,0.309753339704253,-8.93619858371474,4.02787820892542e-19,4.21316060653599e-16
"ENSG00000240405.4",2.61174041456459,-1.63724787474381,0.265063393693269,-6.1768162398103,6.54071257555125e-10,4.76720636721251e-08
"ENSG00000240521.1",28.7493293121694,-2.03716405641532,0.500722825696463,-4.06844655739789,4.7327612939633e-05,0.000511354906753121
"ENSG00000240661.1",0.602041071036532,1.58468273223084,0.583317972403712,2.71667050768338,0.00659422191254958,0.027005808017965
"ENSG00000241439.1",1.38747345418717,-2.20907043553651,0.493922918060057,-4.4725003735662,7.73102651943296e-06,0.000115301035974988
"ENSG00000242488.2",1.45616913991865,1.67733030703497,0.372168124545989,4.50691554813072,6.57767978885097e-06,0.000100501130354564
"ENSG00000242575.1",1.62140124827179,-2.08441862455388,0.429141788627347,-4.8571793281216,1.19069749592668e-06,2.42538813091339e-05
"ENSG00000242795.2",0.97730231296369,1.63708735267676,0.463370684940217,3.53299724363869,0.000410876755416191,0.00293606945866274
"ENSG00000244067.2",5.34182783963235,-2.2502306011586,0.345537643433131,-6.51225892149161,7.40289682676616e-11,7.71111888247542e-09
"ENSG00000244122.2",1.47552509306226,-2.17282767257361,0.727476154425495,-2.98680260425792,0.00281911684786702,0.0139129635611004
"ENSG00000244676.4",7.30752618206697,-1.55497642172361,0.275079987296174,-5.6528155210702,1.57840688687303e-08,6.77245048068291e-07
"ENSG00000244730.1",1.05066209314836,1.76537854921153,0.48871295168668,3.61230154248773,0.000303491357844266,0.00229722717216679
"ENSG00000246820.2",0.768894403844573,-1.87092702479053,0.692494869102154,-2.70171969247405,0.00689818909803437,0.0279436586217423
"ENSG00000248211.1",0.558817774041326,-1.56966724100082,0.571568454555251,-2.74624540331256,0.00602816537192579,0.0251386777319208
"ENSG00000248238.1",1.25060082311094,-2.57023746918599,0.527066100930343,-4.87649929420461,1.07985074405844e-06,2.23249911840544e-05
"ENSG00000248359.1",3.28622378693756,-1.96761301674019,0.483020471779442,-4.07356029754086,4.62998572280945e-05,0.000502213305617072
"ENSG00000248431.1",4.93649509866337,-1.92032782110531,0.474187951600169,-4.04971871306531,5.12792327614949e-05,0.00054642314601745
"ENSG00000248515.1",3.63112961644809,-1.65666871523071,0.445430705482296,-3.71925126588867,0.000199814206412493,0.00163689868795511
"ENSG00000248590.2",2.70877506673086,-2.25097252902031,0.489509497553515,-4.59842462765338,4.25697667842238e-06,6.98700218016552e-05
"ENSG00000248846.2",2.05477095366193,-1.53048640819022,0.382751273486295,-3.99864484904194,6.37061887323725e-05,0.000651230036006413
"ENSG00000249505.1",1.41039174510874,-1.58024611711751,0.439367455862475,-3.59663897731229,0.000322355390110796,0.0024084552718278
"ENSG00000249609.1",3.07159670717685,1.57687773092229,0.22919367376313,6.88011019253517,5.9806280662418e-12,9.76634039745528e-10
"ENSG00000249916.1",1.77045499641799,-1.54229685560074,0.520374999204228,-2.96381812723375,0.00303847810645539,0.0147676980630462
"ENSG00000249956.3",6.61188340490568,-2.48245536844705,0.639842367012539,-3.87979211198186,0.000104545779568071,0.000974266978291233
"ENSG00000250241.4",3.41269993302764,1.63595025956425,0.360409129942917,4.5391476620566,5.64820736563035e-06,8.87162830619422e-05
"ENSG00000250250.1",0.865867310834445,1.76066074414832,0.644539533251427,2.73165671509168,0.00630167630056569,0.0260341029231953
"ENSG00000250501.2",1.66218785327025,1.9067881070288,0.368437682775967,5.17533410986151,2.27503492679568e-07,6.14434066551615e-06
"ENSG00000250546.4",11.1263159900573,-1.74228814683307,0.43206202974902,-4.03249539850828,5.51876959438533e-05,0.00058008533634411
"ENSG00000250563.1",2.21097906178247,-2.75843322780091,0.441887541918302,-6.24238740885549,4.30941968359694e-10,3.39680571475701e-08
"ENSG00000250577.1",1.75039266762297,1.71887538805345,0.367483061482499,4.67742752854831,2.90496190239554e-06,5.0599144308544e-05
"ENSG00000250612.1",16.6552364952919,-2.32035196542156,0.886104567252085,-2.61859835867594,0.00882918339806474,0.0339534038028519
"ENSG00000250696.4",37.3516761007943,-2.40148005638582,0.542316631257937,-4.42818810630135,9.50280089049776e-06,0.0001369748231151
"ENSG00000251026.1",1.68134744909985,-1.92516106721882,0.498647757806052,-3.86076350907329,0.000113033266161656,0.00103715451631098
"ENSG00000251629.5",0.697866461238111,-1.68123553936735,0.684571339765117,-2.45589530514701,0.0140534093202762,0.0486532827187879
"ENSG00000253164.4",2.50877984544304,-2.035357383764,0.360301900444554,-5.64903316150344,1.61352731340129e-08,6.89025627537848e-07
"ENSG00000253217.1",9.15840643471978,-1.85968290368465,0.298039468201056,-6.23972024547473,4.38354149891946e-10,3.44820778640611e-08
"ENSG00000253301.4",5.51650322361165,-2.71447060142275,0.416987806539682,-6.50971217587495,7.52949344084331e-11,7.81250549993346e-09
"ENSG00000253308.2",1.64900697034373,1.56265156781653,0.385326768563056,4.05539322804876,5.00500312682344e-05,0.000534945128457114
"ENSG00000253348.1",20.5979478122713,-1.70548015513167,0.214918724581681,-7.93546564382059,2.09707038080435e-15,8.63412956147766e-13
"ENSG00000253417.4",5.19630016720816,-1.71992754658348,0.265457954540105,-6.47909590640517,9.22738405180049e-11,9.20407777249439e-09
"ENSG00000253644.1",0.841982845431359,-2.02963039522939,0.651180818508013,-3.11684610102564,0.00182796971391857,0.00980813584750818
"ENSG00000253664.1",0.678804140364798,-2.00207249355081,0.785854082800555,-2.54763897951132,0.0108454643405238,0.0397632778426441
"ENSG00000253737.1",1.40285557054393,-1.85204126841065,0.372322016562932,-4.97429962779977,6.54839573834895e-07,1.48208194073439e-05
"ENSG00000253821.1",1.50833412980017,-2.05914982141948,0.428331295421615,-4.80737654107813,1.52923797371311e-06,2.99668699031112e-05
"ENSG00000253824.1",4.32757791382178,-1.59166317696501,0.274278644769611,-5.80308823642461,6.51045080600176e-09,3.27230476745299e-07
"ENSG00000253937.1",8.9266096360262,2.42789145512886,0.492922984233477,4.92549857236697,8.41455251372078e-07,1.81995999120734e-05
"ENSG00000254089.1",4.36333580585316,-1.98887095496441,0.721147416398178,-2.75792564701676,0.00581694272646163,0.024441137487734
"ENSG00000254235.4",1.63640700177155,-1.86970548975959,0.420316969480328,-4.44832263629818,8.65434686367123e-06,0.000126810832262515
"ENSG00000254367.4",1.12866712340034,-1.64364147994634,0.414207092307541,-3.96816353575608,7.2428626279466e-05,0.000722829472477538
"ENSG00000254404.1",10.8481239898817,1.55734696052937,0.337767365384119,4.61070878993389,4.01298362695558e-06,6.64572068166174e-05
"ENSG00000254416.4",1.83481225967252,-1.58821792725417,0.423473454427773,-3.75045451054372,0.000176514326493738,0.00148703906485865
"ENSG00000254529.1",2.34100176193872,1.53899485821087,0.309135477819554,4.97838316412587,6.41176289884929e-07,1.46055354744712e-05
"ENSG00000254607.2",9.31025764335058,-3.47441886277045,0.347311607034969,-10.0037510765387,1.467313942661e-23,3.78586561392439e-20
"ENSG00000254879.1",1.64693977483354,1.55408340837111,0.329346417996524,4.71868926896153,2.37369062940356e-06,4.26889287821452e-05
"ENSG00000254898.1",1.21151419043349,1.76938978096618,0.359806543523655,4.91761423691243,8.76053344424199e-07,1.88047789993929e-05
"ENSG00000255257.1",1.68822589174143,-1.73993130470979,0.643343243114976,-2.70451477237142,0.00684042281394389,0.0277561379477098
"ENSG00000255327.1",0.602194142803769,-2.14127148699687,0.516294407127155,-4.14738462675137,3.36294839453551e-05,0.000385752308136673
"ENSG00000255345.1",7.38949508289358,-1.99933366604374,0.349269487507556,-5.7243296009374,1.03842973814568e-08,4.79586011046709e-07
"ENSG00000255394.4",1.17628082692036,-1.95287174205012,0.523195534330707,-3.73258488253022,0.000189524798389551,0.00157167104076974
"ENSG00000255965.1",1.21010013988255,1.70141481275622,0.389200697094931,4.37156157595787,1.23361048161948e-05,0.000169602816552885
"ENSG00000255974.5",365.24982790988,-1.99103175030036,0.336154905443881,-5.92295908242441,3.16199541241136e-09,1.79964038898742e-07
"ENSG00000256019.1",1.38245236477825,1.60695535776234,0.374882917696551,4.28655263258245,1.81467222640325e-05,0.000232708563639028
"ENSG00000256064.1",0.655850830624795,-1.92285770761572,0.730873448988289,-2.63090376354133,0.00851581465105014,0.0329809925572844
"ENSG00000256209.1",0.905166059409857,-1.8588728593921,0.507924740085242,-3.65974073064473,0.000252470565279081,0.00197930615838482
"ENSG00000256499.1",0.793738140505264,-1.64830571217599,0.476444008984362,-3.45960003923586,0.000540978281657167,0.00367784339234334
"ENSG00000256557.1",0.696569417631187,1.50778668478309,0.523395906522735,2.88077660904976,0.00396696693574391,0.0181691780292498
"ENSG00000256678.1",16.1813279440791,-2.65202714036354,0.417461039954914,-6.35275363815977,2.11494294499447e-10,1.86028458766309e-08
"ENSG00000257271.1",9.33579519895494,-3.84652960419595,0.487069834835979,-7.89728562330549,2.85042675806436e-15,1.10344214546479e-12
"ENSG00000257869.1",1.80735067292905,-2.92789636583231,0.789393124490453,-3.70904720980721,0.000208040638958739,0.00169435791434788
"ENSG00000258314.3",2.23552215535861,-3.0281615624177,0.576631433759745,-5.25146806977468,1.50891693434618e-07,4.39744752959833e-06
"ENSG00000258483.2",2.65385517096225,-1.7211877762509,0.351919123003238,-4.89086174562632,1.0039546558174e-06,2.1093948474183e-05
"ENSG00000258696.1",1.35909685474324,1.54204715516848,0.356319324509776,4.32771126654449,1.50666801271757e-05,0.000199217852504938
"ENSG00000258752.1",10.414606876609,1.50232338660185,0.344584615343013,4.359809810738,1.30175533950288e-05,0.000177333809044141
"ENSG00000258868.1",0.651616926461443,-2.01168706554797,0.649258276418141,-3.09843884724295,0.00194543115113828,0.0103168095932247
"ENSG00000258910.2",54.0476204425393,-3.06257845047126,0.351539723908912,-8.71189866231108,2.98826771998524e-18,2.4094153603931e-15
"ENSG00000259094.1",4.01375638509403,-3.58359139198868,0.625014068358924,-5.7336171670471,9.83110968377359e-09,4.58966956551756e-07
"ENSG00000259144.2",2.88779790895571,-2.14674195027453,0.31884657010667,-6.73283689254158,1.66386551912169e-11,2.2584636264883e-09
"ENSG00000259196.1",0.785027128379399,1.54294721396749,0.427355145030289,3.61045662351422,0.000305658418154392,0.00231046720691626
"ENSG00000259359.1",1.32467704085723,1.67067080451978,0.37986286232392,4.39808933755455,1.09208028138608e-05,0.000154122188694163
"ENSG00000259374.2",14.7681403099282,-2.53372145940932,0.308793322619,-8.20523396658907,2.30142259825708e-16,1.18759543196994e-13
"ENSG00000259974.2",1.37543919551273,-2.2521300100249,0.776764105825922,-2.89937446019116,0.00373908045110818,0.0173180818117268
"ENSG00000260026.1",1.07484137060137,-1.88497110100533,0.545962767674376,-3.45256345782459,0.000555286848478919,0.0037492518509824
"ENSG00000260246.1",4.41404048644973,1.56003977676597,0.402388581337045,3.87694842528163,0.000105774768754001,0.000983770642336919
"ENSG00000260289.1",3.90844672548993,-1.53364091256218,0.457711180110456,-3.35067391666526,0.000806151695592085,0.00505463317913658
"ENSG00000260498.4",0.794583228940886,-1.59395487429506,0.371360725228979,-4.29220099490121,1.76910693998553e-05,0.00022777104720998
"ENSG00000260701.1",2.65672714230959,1.71400468760056,0.477644025051012,3.58845625132127,0.000332641797046195,0.00246862949746536
"ENSG00000260734.3",0.548013577998486,-1.62802532803607,0.634464375611653,-2.56598382922064,0.0102883624473154,0.0381471741172638
"ENSG00000261175.4",267.246442865867,-2.38641288634703,0.3069580801657,-7.77439344505548,7.58097724900609e-15,2.59645116363746e-12
"ENSG00000261231.5",1.35574831902814,-1.6974295001412,0.35616034228952,-4.76591382754618,1.87999601932597e-06,3.53523925523948e-05
"ENSG00000261241.4",0.858552215494248,-2.01516963460692,0.469285499560467,-4.29412295179443,1.75385264940946e-05,0.000226032651473343
"ENSG00000261489.1",1.11790157791482,1.91025226094594,0.394360879335783,4.84391926542854,1.27302676758916e-06,2.56474138257342e-05
"ENSG00000262521.1",0.690788057343666,-1.79542041157615,0.696958109377741,-2.57608081091006,0.00999272889196503,0.0373877217301654
"ENSG00000262902.1",514.80348761388,-1.89088695217309,0.290257777151913,-6.51450917431732,7.29277248475789e-11,7.64891275623576e-09
"ENSG00000263082.1",5.46225714044302,-3.01617654613077,0.382092230069391,-7.89384423122921,2.9301785023819e-15,1.11180165097239e-12
"ENSG00000263588.1",0.892237909979038,-2.5996527130077,0.85113144635793,-3.05434927135151,0.0022554932200216,0.0116141695850553
