"","gene_id","gene_name","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"22076","ENSG00000259941.1","AC084782.1",0.48165,0.2009342,0.3627572,0.5539081,0.5796417,0.7277833
"22077","ENSG00000259943.1","AL050341.2",368.0968,0.03925985,0.06962322,0.5638902,0.5728289,0.7226209
"22078","ENSG00000259944.1","CDRT7",0.04339507,0.08931506,2.443592,0.03655072,0.9708432,NA
"22079","ENSG00000259946.1","BX005019.1",0.2308973,-0.3543627,0.7628336,-0.4645348,0.6422647,NA
"22080","ENSG00000259947.1","LINC02124",0.2523716,-0.354739,0.6724858,-0.5275042,0.5978435,NA
"22081","ENSG00000259950.1","AC034105.3",0.7233136,-0.6573028,0.3298314,-1.992845,0.04627842,0.1231524
"22082","ENSG00000259953.1","AL138756.1",178.441,-0.04833232,0.07976362,-0.6059444,0.5445517,0.6999138
"22083","ENSG00000259954.1","IL21R-AS1",8.13421,0.003252611,0.1847926,0.01760141,0.9859568,0.992897
"22084","ENSG00000259956.1","RBM15B",5248.2,-0.1344883,0.04464153,-3.012628,0.002589965,0.01325807
"22085","ENSG00000259959.1","AC107068.1",175.0589,-0.3073188,0.08269937,-3.716095,0.0002023253,0.001674754
"22086","ENSG00000259962.1","AC007342.2",0.05706302,-0.0175457,1.324959,-0.01324244,0.9894344,NA
